OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
284,36,119,006500,4,361190065004,Block Group 4,G5030,S,714726,0,+40.9292804,-073.7719821
285,36,119,006600,1,361190066001,Block Group 1,G5030,S,414696,0,+40.9363337,-073.7966383
286,36,119,006600,2,361190066002,Block Group 2,G5030,S,351373,50076,+40.9304680,-073.7937918
287,36,119,006600,3,361190066003,Block Group 3,G5030,S,288077,0,+40.9240059,-073.8000984
288,36,119,006600,4,361190066004,Block Group 4,G5030,S,544672,0,+40.9308243,-073.8009500
289,36,119,006600,5,361190066005,Block Group 5,G5030,S,87600,0,+40.9255651,-073.7898779
290,36,119,006600,6,361190066006,Block Group 6,G5030,S,219075,0,+40.9256187,-073.7939682
291,36,119,006700,1,361190067001,Block Group 1,G5030,S,1056345,113448,+40.9464831,-073.7741043
292,36,119,006700,2,361190067002,Block Group 2,G5030,S,591088,19782,+40.9363518,-073.7750025
293,36,119,006700,3,361190067003,Block Group 3,G5030,S,1115343,6636,+40.9418292,-073.7847393
294,36,119,006700,4,361190067004,Block Group 4,G5030,S,991141,0,+40.9329575,-073.7848526
295,36,119,006801,1,361190068011,Block Group 1,G5030,S,421654,0,+40.9852083,-073.7813723
296,36,119,006801,2,361190068012,Block Group 2,G5030,S,600332,8494,+40.9769173,-073.7793147
297,36,119,006801,3,361190068013,Block Group 3,G5030,S,1501594,0,+40.9677084,-073.7859217
298,36,119,006801,4,361190068014,Block Group 4,G5030,S,1000375,0,+40.9768424,-073.7878374
299,36,119,006802,1,361190068021,Block Group 1,G5030,S,1291717,0,+40.9483305,-073.7862552
300,36,119,006802,2,361190068022,Block Group 2,G5030,S,695285,2918,+40.9602033,-073.7749795
301,36,119,006802,3,361190068023,Block Group 3,G5030,S,2167162,77757,+40.9577337,-073.7913811
302,36,119,006802,4,361190068024,Block Group 4,G5030,S,746528,0,+40.9423252,-073.7993747
303,36,119,006900,1,361190069001,Block Group 1,G5030,S,3638881,0,+40.9642848,-073.7514387
304,36,119,006900,2,361190069002,Block Group 2,G5030,S,1477945,0,+40.9530831,-073.7625421
305,36,119,006900,3,361190069003,Block Group 3,G5030,S,928864,12043,+40.9473570,-073.7539602
306,36,119,006900,4,361190069004,Block Group 4,G5030,S,298326,0,+40.9408797,-073.7488395
307,36,119,006900,5,361190069005,Block Group 5,G5030,S,392591,201078,+40.9295240,-073.7423353
308,36,119,007000,1,361190070001,Block Group 1,G5030,S,531283,4276380,+40.9105687,-073.7588739
309,36,119,007000,2,361190070002,Block Group 2,G5030,S,284929,0,+40.9348878,-073.7649235
310,36,119,007000,3,361190070003,Block Group 3,G5030,S,578322,0,+40.9398266,-073.7591837
311,36,119,007000,4,361190070004,Block Group 4,G5030,S,769082,12557,+40.9434038,-073.7665667
312,36,119,007000,5,361190070005,Block Group 5,G5030,S,287544,0,+40.9358097,-073.7517458
313,36,119,007100,1,361190071001,Block Group 1,G5030,S,903489,6732530,+40.9183259,-073.7453488
314,36,119,007100,2,361190071002,Block Group 2,G5030,S,492218,0,+40.9269187,-073.7613019
315,36,119,007100,3,361190071003,Block Group 3,G5030,S,755368,2956,+40.9207701,-073.7531286
316,36,119,007100,4,361190071004,Block Group 4,G5030,S,372897,0,+40.9291978,-073.7560134
317,36,119,007100,5,361190071005,Block Group 5,G5030,S,314029,0,+40.9329615,-073.7545595
318,36,119,007200,1,361190072001,Block Group 1,G5030,S,212778,0,+40.9512784,-073.7349770
319,36,119,007200,2,361190072002,Block Group 2,G5030,S,1303114,737855,+40.9375777,-073.7272746
320,36,119,007200,3,361190072003,Block Group 3,G5030,S,354126,0,+40.9482207,-073.7393075
321,36,119,007200,4,361190072004,Block Group 4,G5030,S,1336277,7218245,+40.9283295,-073.7301900
322,36,119,007200,5,361190072005,Block Group 5,G5030,S,396098,0,+40.9434474,-073.7428012
323,36,119,007300,1,361190073001,Block Group 1,G5030,S,698250,0,+40.9508931,-073.7440980
324,36,119,007300,2,361190073002,Block Group 2,G5030,S,387417,0,+40.9585664,-073.7377560
325,36,119,007300,3,361190073003,Block Group 3,G5030,S,639361,6755,+40.9655558,-073.7376076
326,36,119,007401,1,361190074011,Block Group 1,G5030,S,275791,0,+40.9589159,-073.7247726
327,36,119,007401,2,361190074012,Block Group 2,G5030,S,391826,0,+40.9599601,-073.7321165
328,36,119,007401,3,361190074013,Block Group 3,G5030,S,561690,0,+40.9551737,-073.7295956
329,36,119,007402,1,361190074021,Block Group 1,G5030,S,366194,118502,+40.9492408,-073.7287310
330,36,119,007402,2,361190074022,Block Group 2,G5030,S,414456,0,+40.9571840,-073.7195620
331,36,119,007402,3,361190074023,Block Group 3,G5030,S,974236,741306,+40.9439692,-073.7209920
332,36,119,007500,1,361190075001,Block Group 1,G5030,S,1736111,9560,+40.9659439,-073.7044444
333,36,119,007500,2,361190075002,Block Group 2,G5030,S,1118351,0,+40.9646111,-073.6942237
334,36,119,007500,3,361190075003,Block Group 3,G5030,S,2181177,1627721,+40.9483467,-073.7066421
335,36,119,007600,1,361190076001,Block Group 1,G5030,S,2412938,415940,+40.9713897,-073.6711184
336,36,119,007600,2,361190076002,Block Group 2,G5030,S,1260236,34635985,+40.9447383,-073.6863743
337,36,119,007600,3,361190076003,Block Group 3,G5030,S,284991,6581,+40.9593185,-073.6865507
338,36,119,007600,4,361190076004,Block Group 4,G5030,S,371508,0,+40.9645282,-073.6849813
339,36,119,007600,5,361190076005,Block Group 5,G5030,S,670542,0,+40.9735973,-073.6842670
340,36,119,007600,6,361190076006,Block Group 6,G5030,S,682006,0,+40.9740123,-073.6788685
341,36,119,007700,1,361190077001,Block Group 1,G5030,S,1067711,0,+40.9861418,-073.6751025
342,36,119,007700,2,361190077002,Block Group 2,G5030,S,1003370,0,+40.9780868,-073.6872635
343,36,119,007700,3,361190077003,Block Group 3,G5030,S,1024132,0,+40.9790058,-073.6982488
344,36,119,007700,4,361190077004,Block Group 4,G5030,S,1344910,5072,+40.9894063,-073.6872196
345,36,119,007800,1,361190078001,Block Group 1,G5030,S,579723,0,+40.9927143,-073.6701144
346,36,119,007800,2,361190078002,Block Group 2,G5030,S,570304,136522,+40.9905982,-073.6636273
347,36,119,007901,1,361190079011,Block Group 1,G5030,S,371843,0,+40.9959358,-073.6753684
348,36,119,007901,2,361190079012,Block Group 2,G5030,S,164560,0,+40.9995432,-073.6769444
349,36,119,007901,3,361190079013,Block Group 3,G5030,S,101784,0,+41.0030417,-073.6769082
350,36,119,007902,1,361190079021,Block Group 1,G5030,S,147820,0,+40.9999242,-073.6691283
351,36,119,007902,2,361190079022,Block Group 2,G5030,S,136325,0,+41.0030135,-073.6738503
352,36,119,007902,3,361190079023,Block Group 3,G5030,S,124685,0,+41.0014671,-073.6713039
353,36,119,008000,1,361190080001,Block Group 1,G5030,S,174329,0,+41.0049776,-073.6642856
354,36,119,008000,2,361190080002,Block Group 2,G5030,S,463271,32033,+41.0008998,-073.6627177
355,36,119,008000,3,361190080003,Block Group 3,G5030,S,185798,0,+41.0045971,-073.6679255
356,36,119,008100,1,361190081001,Block Group 1,G5030,S,231948,544,+41.0146833,-073.6605889
357,36,119,008100,2,361190081002,Block Group 2,G5030,S,201999,16091,+41.0093508,-073.6578314
358,36,119,008100,3,361190081003,Block Group 3,G5030,S,116802,0,+41.0074600,-073.6613800
359,36,119,008100,4,361190081004,Block Group 4,G5030,S,205152,0,+41.0106245,-073.6618182
360,36,119,008200,1,361190082001,Block Group 1,G5030,S,390372,0,+41.0172989,-073.6736380
361,36,119,008200,2,361190082002,Block Group 2,G5030,S,531023,0,+41.0120516,-073.6714288
362,36,119,008200,3,361190082003,Block Group 3,G5030,S,783036,0,+41.0181433,-073.6658668
363,36,119,008200,4,361190082004,Block Group 4,G5030,S,305716,0,+41.0086962,-073.6719425
364,36,119,008200,5,361190082005,Block Group 5,G5030,S,249291,0,+41.0077373,-073.6763618
365,36,119,008301,1,361190083011,Block Group 1,G5030,S,512427,3660,+41.0012015,-073.6830400
366,36,119,008301,2,361190083012,Block Group 2,G5030,S,480181,0,+41.0113294,-073.6802369
367,36,119,008302,1,361190083021,Block Group 1,G5030,S,1510787,2768,+41.0291844,-073.6774745
368,36,119,008302,2,361190083022,Block Group 2,G5030,S,620111,0,+41.0240842,-073.6877126
369,36,119,008302,3,361190083023,Block Group 3,G5030,S,3866581,24927,+41.0499784,-073.6914509
370,36,119,008302,4,361190083024,Block Group 4,G5030,S,1883589,27086,+41.0137756,-073.6890807
371,36,119,008401,1,361190084011,Block Group 1,G5030,S,783111,0,+40.9795726,-073.7082747
372,36,119,008401,2,361190084012,Block Group 2,G5030,S,2841697,3801,+40.9750474,-073.7249262
373,36,119,008403,1,361190084031,Block Group 1,G5030,S,636991,0,+40.9685939,-073.7235372
374,36,119,008403,2,361190084032,Block Group 2,G5030,S,648802,0,+40.9723785,-073.7140670
375,36,119,008404,1,361190084041,Block Group 1,G5030,S,289888,0,+40.9686513,-073.7085617
376,36,119,008404,2,361190084042,Block Group 2,G5030,S,318370,0,+40.9628220,-073.7146592
377,36,119,008404,3,361190084043,Block Group 3,G5030,S,160099,0,+40.9628487,-073.7221057
378,36,119,008404,4,361190084044,Block Group 4,G5030,S,218194,0,+40.9654303,-073.7190094
379,36,119,008404,5,361190084045,Block Group 5,G5030,S,163293,0,+40.9668742,-073.7146437
380,36,119,008500,1,361190085001,Block Group 1,G5030,S,3642964,0,+40.9874463,-073.7242150
381,36,119,008500,2,361190085002,Block Group 2,G5030,S,3854129,18989,+40.9986535,-073.7054587
382,36,119,008500,3,361190085003,Block Group 3,G5030,S,5678629,40967,+41.0069334,-073.7098642
383,36,119,008602,1,361190086021,Block Group 1,G5030,S,876548,4958,+41.0381715,-073.7377305
384,36,119,008602,2,361190086022,Block Group 2,G5030,S,5386512,1527507,+41.0704030,-073.7366857
385,36,119,008602,3,361190086023,Block Group 3,G5030,S,1347835,0,+41.0286333,-073.7172979
386,36,119,008602,4,361190086024,Block Group 4,G5030,S,12438857,72054,+41.0478481,-073.7221062
387,36,119,008700,1,361190087001,Block Group 1,G5030,S,756446,70851,+41.0537865,-073.7414758
388,36,119,008700,2,361190087002,Block Group 2,G5030,S,750211,7542,+41.0378596,-073.7433784
389,36,119,008700,3,361190087003,Block Group 3,G5030,S,269766,0,+41.0350008,-073.7495544
390,36,119,008700,4,361190087004,Block Group 4,G5030,S,260494,0,+41.0390308,-073.7514427
391,36,119,008700,5,361190087005,Block Group 5,G5030,S,228100,0,+41.0412165,-073.7467417
392,36,119,008801,1,361190088011,Block Group 1,G5030,S,362216,0,+41.0353044,-073.7571328
393,36,119,008802,1,361190088021,Block Group 1,G5030,S,58026,0,+41.0357764,-073.7623773
394,36,119,008802,2,361190088022,Block Group 2,G5030,S,22523,0,+41.0338448,-073.7615953
395,36,119,008802,3,361190088023,Block Group 3,G5030,S,25722,0,+41.0346910,-073.7605287
396,36,119,008901,1,361190089011,Block Group 1,G5030,S,499772,0,+41.0468375,-073.7670413
397,36,119,008901,2,361190089012,Block Group 2,G5030,S,41252,0,+41.0380245,-073.7614627
398,36,119,008901,3,361190089013,Block Group 3,G5030,S,267756,0,+41.0399036,-073.7635746
399,36,119,008901,4,361190089014,Block Group 4,G5030,S,175242,0,+41.0411008,-073.7691602
400,36,119,008901,5,361190089015,Block Group 5,G5030,S,123305,0,+41.0363483,-073.7668437
401,36,119,008902,1,361190089021,Block Group 1,G5030,S,680865,97070,+41.0493900,-073.7498962
402,36,119,008902,2,361190089022,Block Group 2,G5030,S,2326776,177524,+41.0622561,-073.7583343
403,36,119,008902,3,361190089023,Block Group 3,G5030,S,322356,7947,+41.0442598,-073.7612814
404,36,119,009000,1,361190090001,Block Group 1,G5030,S,201349,0,+41.0347428,-073.7711472
405,36,119,009000,2,361190090002,Block Group 2,G5030,S,1033913,12500,+41.0408993,-073.7727445
406,36,119,009100,1,361190091001,Block Group 1,G5030,S,296690,0,+41.0318864,-073.7845110
407,36,119,009100,2,361190091002,Block Group 2,G5030,S,502367,0,+41.0272599,-073.7837425
408,36,119,009100,3,361190091003,Block Group 3,G5030,S,274996,0,+41.0340078,-073.7802615
409,36,119,009201,1,361190092011,Block Group 1,G5030,S,347762,0,+41.0216167,-073.7799531
410,36,119,009201,2,361190092012,Block Group 2,G5030,S,236028,0,+41.0277253,-073.7782196
411,36,119,009201,3,361190092013,Block Group 3,G5030,S,238521,0,+41.0258911,-073.7749791
412,36,119,009202,1,361190092021,Block Group 1,G5030,S,152451,0,+41.0184870,-073.7783290
413,36,119,009202,2,361190092022,Block Group 2,G5030,S,287805,0,+41.0208299,-073.7737060
414,36,119,009300,1,361190093001,Block Group 1,G5030,S,184836,0,+41.0319947,-073.7706358
415,36,119,009300,2,361190093002,Block Group 2,G5030,S,255074,0,+41.0291721,-073.7694290
416,36,119,009300,3,361190093003,Block Group 3,G5030,S,115673,0,+41.0266729,-073.7696759
417,36,119,009400,1,361190094001,Block Group 1,G5030,S,132811,0,+41.0333429,-073.7645986
418,36,119,009400,2,361190094002,Block Group 2,G5030,S,236990,0,+41.0304890,-073.7621844
419,36,119,009400,3,361190094003,Block Group 3,G5030,S,314371,0,+41.0260797,-073.7606672
420,36,119,009500,1,361190095001,Block Group 1,G5030,S,159979,0,+41.0245319,-073.7650444
421,36,119,009500,2,361190095002,Block Group 2,G5030,S,189695,0,+41.0211465,-073.7606647
422,36,119,009500,3,361190095003,Block Group 3,G5030,S,299283,0,+41.0218764,-073.7673875
423,36,119,009600,1,361190096001,Block Group 1,G5030,S,268644,0,+41.0170297,-073.7603910
424,36,119,009600,2,361190096002,Block Group 2,G5030,S,986390,0,+41.0077067,-073.7657306
425,36,119,009600,3,361190096003,Block Group 3,G5030,S,247481,0,+41.0163271,-073.7658292
426,36,119,009600,4,361190096004,Block Group 4,G5030,S,675083,0,+41.0147550,-073.7722123
427,36,119,009701,1,361190097011,Block Group 1,G5030,S,287965,0,+41.0034885,-073.7613958
428,36,119,009701,2,361190097012,Block Group 2,G5030,S,717077,0,+41.0093572,-073.7568442
429,36,119,009701,3,361190097013,Block Group 3,G5030,S,1361346,0,+40.9978572,-073.7527231
430,36,119,009702,1,361190097021,Block Group 1,G5030,S,478730,0,+41.0176987,-073.7518894
431,36,119,009702,2,361190097022,Block Group 2,G5030,S,2887059,0,+41.0243998,-073.7439314
432,36,119,009702,3,361190097023,Block Group 3,G5030,S,1411265,18318,+41.0141910,-073.7453562
433,36,119,009703,1,361190097031,Block Group 1,G5030,S,1551695,0,+40.9925573,-073.7373884
434,36,119,009703,2,361190097032,Block Group 2,G5030,S,1140439,0,+41.0001645,-073.7383679
435,36,119,009703,3,361190097033,Block Group 3,G5030,S,2838420,5394,+41.0070952,-073.7357539
436,36,119,009800,1,361190098001,Block Group 1,G5030,S,728672,0,+40.9823640,-073.7709873
437,36,119,009800,2,361190098002,Block Group 2,G5030,S,3254201,0,+40.9855147,-073.7560500
438,36,119,009800,3,361190098003,Block Group 3,G5030,S,1723116,6520,+40.9694335,-073.7630674
439,36,119,009800,4,361190098004,Block Group 4,G5030,S,951777,0,+40.9753811,-073.7685445
440,36,119,009900,1,361190099001,Block Group 1,G5030,S,1446687,0,+41.0053387,-073.7792351
441,36,119,009900,2,361190099002,Block Group 2,G5030,S,1653238,11067,+40.9975010,-073.7725568
442,36,119,009900,3,361190099003,Block Group 3,G5030,S,1866682,0,+40.9918289,-073.7841293
443,36,119,010000,1,361190100001,Block Group 1,G5030,S,876813,0,+41.0149112,-073.7859364
444,36,119,010000,2,361190100002,Block Group 2,G5030,S,581738,0,+41.0052514,-073.7921827
445,36,119,010000,3,361190100003,Block Group 3,G5030,S,477087,0,+41.0088773,-073.7881645
446,36,119,010000,4,361190100004,Block Group 4,G5030,S,1868752,0,+40.9971326,-073.7976037
447,36,119,010100,1,361190101001,Block Group 1,G5030,S,537691,0,+40.9841892,-073.7932789
448,36,119,010100,2,361190101002,Block Group 2,G5030,S,472557,0,+40.9788791,-073.7957137
449,36,119,010100,3,361190101003,Block Group 3,G5030,S,843015,3266,+40.9839890,-073.8024825
450,36,119,010200,1,361190102001,Block Group 1,G5030,S,368445,0,+40.9995286,-073.8751887
451,36,119,010200,2,361190102002,Block Group 2,G5030,S,468963,0,+40.9865025,-073.8678019
452,36,119,010200,3,361190102003,Block Group 3,G5030,S,608657,0,+40.9816946,-073.8740399
453,36,119,010200,4,361190102004,Block Group 4,G5030,S,599868,0,+40.9882416,-073.8755621
454,36,119,010200,5,361190102005,Block Group 5,G5030,S,1416951,0,+40.9949403,-073.8676632
455,36,119,010300,1,361190103001,Block Group 1,G5030,S,305555,0,+41.0004300,-073.8814992
456,36,119,010300,2,361190103002,Block Group 2,G5030,S,807902,0,+40.9842649,-073.8825604
457,36,119,010300,3,361190103003,Block Group 3,G5030,S,549254,2431182,+40.9913404,-073.8855628
458,36,119,010400,1,361190104001,Block Group 1,G5030,S,652431,0,+41.0186145,-073.8644595
459,36,119,010400,2,361190104002,Block Group 2,G5030,S,514166,0,+41.0184614,-073.8735570
460,36,119,010400,3,361190104003,Block Group 3,G5030,S,583899,1946439,+41.0108477,-073.8807156
461,36,119,010500,1,361190105001,Block Group 1,G5030,S,1216525,1772,+41.0206867,-073.8558570
462,36,119,010500,2,361190105002,Block Group 2,G5030,S,601213,0,+41.0093137,-073.8550249
463,36,119,010500,3,361190105003,Block Group 3,G5030,S,255608,0,+41.0119081,-073.8610266
464,36,119,010500,4,361190105004,Block Group 4,G5030,S,1606061,0,+41.0067852,-073.8645949
465,36,119,010500,5,361190105005,Block Group 5,G5030,S,844927,0,+41.0066628,-073.8743044
466,36,119,010600,1,361190106001,Block Group 1,G5030,S,1005803,0,+41.0191736,-073.8364652
467,36,119,010600,2,361190106002,Block Group 2,G5030,S,1197722,0,+41.0121707,-073.8353704
468,36,119,010600,3,361190106003,Block Group 3,G5030,S,1220043,0,+41.0100544,-073.8454545
469,36,119,010701,1,361190107011,Block Group 1,G5030,S,5046786,0,+40.9942919,-073.8481264
470,36,119,010701,2,361190107012,Block Group 2,G5030,S,1676356,67575,+40.9894120,-073.8327068
471,36,119,010701,3,361190107013,Block Group 3,G5030,S,1247568,0,+41.0033300,-073.8258416
472,36,119,010701,4,361190107014,Block Group 4,G5030,S,643509,0,+41.0001710,-073.8192451
473,36,119,010702,1,361190107021,Block Group 1,G5030,S,477779,0,+40.9932039,-073.8103052
474,36,119,010702,2,361190107022,Block Group 2,G5030,S,884390,0,+40.9925703,-073.8171743
475,36,119,010702,3,361190107023,Block Group 3,G5030,S,1470457,21290,+41.0036531,-073.8088704
476,36,119,010702,4,361190107024,Block Group 4,G5030,S,97626,0,+41.0148883,-073.7975303
477,36,119,010702,5,361190107025,Block Group 5,G5030,S,279380,0,+41.0120392,-073.8045371
478,36,119,010801,1,361190108011,Block Group 1,G5030,S,2015666,682,+41.0269972,-073.8128692
479,36,119,010801,2,361190108012,Block Group 2,G5030,S,2716101,0,+41.0137455,-073.8140977
480,36,119,010803,1,361190108031,Block Group 1,G5030,S,1987912,0,+41.0333585,-073.7990699
481,36,119,010803,2,361190108032,Block Group 2,G5030,S,820608,0,+41.0258587,-073.7968040
482,36,119,010804,1,361190108041,Block Group 1,G5030,S,847349,0,+41.0198965,-073.7911885
483,36,119,010804,2,361190108042,Block Group 2,G5030,S,194939,0,+41.0195683,-073.7952602
484,36,119,010901,1,361190109011,Block Group 1,G5030,S,3143597,0,+41.0613872,-073.7917758
485,36,119,010902,1,361190109021,Block Group 1,G5030,S,472638,0,+41.0609399,-073.7778115
486,36,119,010902,2,361190109022,Block Group 2,G5030,S,790806,6723,+41.0560738,-073.7814600
487,36,119,010902,3,361190109023,Block Group 3,G5030,S,1340032,6973,+41.0420328,-073.7848388
488,36,119,010902,4,361190109024,Block Group 4,G5030,S,942347,0,+41.0500406,-073.7810647
489,36,119,010903,1,361190109031,Block Group 1,G5030,S,369185,0,+41.0473798,-073.7966818
490,36,119,010903,2,361190109032,Block Group 2,G5030,S,409576,0,+41.0442644,-073.7969634
491,36,119,010903,3,361190109033,Block Group 3,G5030,S,540072,0,+41.0406766,-073.8135040
492,36,119,010903,4,361190109034,Block Group 4,G5030,S,935849,0,+41.0412550,-073.8034408
493,36,119,011000,1,361190110001,Block Group 1,G5030,S,1427567,0,+41.0633011,-073.8033379
494,36,119,011000,2,361190110002,Block Group 2,G5030,S,3449126,0,+41.0707731,-073.8193654
495,36,119,011101,1,361190111011,Block Group 1,G5030,S,6615556,14860,+41.0615200,-073.8395869
496,36,119,011101,2,361190111012,Block Group 2,G5030,S,204320,0,+41.0543777,-073.8244780
497,36,119,011101,3,361190111013,Block Group 3,G5030,S,1508492,5469,+41.0412344,-073.8228680
498,36,119,011101,4,361190111014,Block Group 4,G5030,S,985467,0,+41.0411712,-073.8313359
499,36,119,011102,1,361190111021,Block Group 1,G5030,S,1655191,0,+41.0306179,-073.8314023
500,36,119,011102,2,361190111022,Block Group 2,G5030,S,1106584,0,+41.0238224,-073.8295425
501,36,119,011200,1,361190112001,Block Group 1,G5030,S,350431,0,+41.0517175,-073.8197181
502,36,119,011200,2,361190112002,Block Group 2,G5030,S,1165301,0,+41.0512637,-073.8081636
503,36,119,011200,3,361190112003,Block Group 3,G5030,S,465134,0,+41.0563680,-073.8118607
504,36,119,011200,4,361190112004,Block Group 4,G5030,S,618208,0,+41.0576464,-073.8198616
505,36,119,011300,1,361190113001,Block Group 1,G5030,S,3025357,98283,+41.0393536,-073.8506014
506,36,119,011300,2,361190113002,Block Group 2,G5030,S,2029707,29748,+41.0291686,-073.8581226
507,36,119,011300,3,361190113003,Block Group 3,G5030,S,1225943,0,+41.0299732,-073.8718442
508,36,119,011300,4,361190113004,Block Group 4,G5030,S,249152,3213227,+41.0391402,-073.8740194
509,36,119,011300,5,361190113005,Block Group 5,G5030,S,695514,0,+41.0432064,-073.8679737
510,36,119,011401,1,361190114011,Block Group 1,G5030,S,1028310,0,+41.0737839,-073.8503564
511,36,119,011401,2,361190114012,Block Group 2,G5030,S,928450,358289,+41.0826591,-073.8485779
512,36,119,011401,3,361190114013,Block Group 3,G5030,S,390124,0,+41.0660255,-073.8491595
513,36,119,011401,4,361190114014,Block Group 4,G5030,S,524070,0,+41.0679417,-073.8563947
514,36,119,011402,1,361190114021,Block Group 1,G5030,S,2787591,3955986,+41.0502630,-073.8703190
515,36,119,011402,2,361190114022,Block Group 2,G5030,S,484906,0,+41.0624156,-073.8526846
516,36,119,011500,1,361190115001,Block Group 1,G5030,S,797036,2815814,+41.0771838,-073.8683180
517,36,119,011500,2,361190115002,Block Group 2,G5030,S,268388,0,+41.0697409,-073.8616536
518,36,119,011500,3,361190115003,Block Group 3,G5030,S,232949,0,+41.0778337,-073.8584642
519,36,119,011500,4,361190115004,Block Group 4,G5030,S,161184,0,+41.0783021,-073.8612502
520,36,119,011601,1,361190116011,Block Group 1,G5030,S,195018,0,+41.0848192,-073.8588987
521,36,119,011601,2,361190116012,Block Group 2,G5030,S,99793,0,+41.0824638,-073.8618421
522,36,119,011602,1,361190116021,Block Group 1,G5030,S,766190,3653885,+41.0882116,-073.8715396
523,36,119,011602,2,361190116022,Block Group 2,G5030,S,118179,0,+41.0820558,-073.8655622
524,36,119,011700,1,361190117001,Block Group 1,G5030,S,4196852,76832,+41.0954769,-073.8528396
525,36,119,011700,2,361190117002,Block Group 2,G5030,S,1301249,3269697,+41.0975142,-073.8696410
526,36,119,011800,1,361190118001,Block Group 1,G5030,S,1399045,0,+41.1415345,-073.8158652
527,36,119,011800,2,361190118002,Block Group 2,G5030,S,6524170,53198,+41.1464774,-073.8064766
528,36,119,011800,3,361190118003,Block Group 3,G5030,S,15082897,4320840,+41.1098996,-073.8436548
529,36,119,011800,4,361190118004,Block Group 4,G5030,S,3864731,15680,+41.1216886,-073.7994045
530,36,119,011800,5,361190118005,Block Group 5,G5030,S,1971670,0,+41.1471452,-073.7919584
531,36,119,011902,1,361190119021,Block Group 1,G5030,S,4354281,28611,+41.0926190,-073.7871788
532,36,119,011902,2,361190119022,Block Group 2,G5030,S,2538574,6664,+41.0758665,-073.7866609
533,36,119,011902,3,361190119023,Block Group 3,G5030,S,687617,0,+41.0690248,-073.7754740
534,36,119,012000,1,361190120001,Block Group 1,G5030,S,1949408,0,+41.1024127,-073.8035626
535,36,119,012000,2,361190120002,Block Group 2,G5030,S,1992354,10073,+41.1050480,-073.7831619
536,36,119,012000,3,361190120003,Block Group 3,G5030,S,368984,0,+41.1082464,-073.7935671
537,36,119,012101,1,361190121011,Block Group 1,G5030,S,2783347,1435,+41.1254076,-073.7497022
538,36,119,012101,2,361190121012,Block Group 2,G5030,S,2609071,40185,+41.1376759,-073.7627184
539,36,119,012101,3,361190121013,Block Group 3,G5030,S,5053368,2401411,+41.1017898,-073.7602335
540,36,119,012102,1,361190121021,Block Group 1,G5030,S,534134,0,+41.1152650,-073.7872655
541,36,119,012102,2,361190121022,Block Group 2,G5030,S,1585836,0,+41.1157049,-073.7784158
542,36,119,012102,3,361190121023,Block Group 3,G5030,S,2083692,0,+41.1243398,-073.7709533
543,36,119,012201,1,361190122011,Block Group 1,G5030,S,793874,0,+41.1482937,-073.7799001
544,36,119,012201,2,361190122012,Block Group 2,G5030,S,658420,0,+41.1354562,-073.7818623
545,36,119,012201,3,361190122013,Block Group 3,G5030,S,1132423,6261,+41.1372319,-073.7745832
546,36,119,012202,1,361190122021,Block Group 1,G5030,S,674456,0,+41.1412002,-073.7865282
547,36,119,012202,2,361190122022,Block Group 2,G5030,S,321894,0,+41.1301024,-073.7816676
548,36,119,012202,3,361190122023,Block Group 3,G5030,S,843236,0,+41.1320830,-073.7939732
549,36,119,012202,4,361190122024,Block Group 4,G5030,S,374412,0,+41.1354378,-073.7899244
550,36,119,012301,1,361190123011,Block Group 1,G5030,S,1109349,0,+41.0633426,-073.7690087
551,36,119,012301,2,361190123012,Block Group 2,G5030,S,2744076,1465554,+41.0759867,-073.7561411
552,36,119,012303,1,361190123031,Block Group 1,G5030,S,4314465,3215,+41.1390825,-073.7186955
553,36,119,012303,2,361190123032,Block Group 2,G5030,S,6814459,313087,+41.1530012,-073.7106466
554,36,119,012303,3,361190123033,Block Group 3,G5030,S,15364760,3637572,+41.1110919,-073.7258657
555,36,119,012304,1,361190123041,Block Group 1,G5030,S,2822908,180231,+41.1506934,-073.6700140
556,36,119,012304,2,361190123042,Block Group 2,G5030,S,7565973,380884,+41.1352710,-073.6827731
557,36,119,012304,3,361190123043,Block Group 3,G5030,S,20737655,355489,+41.1665127,-073.6387353
558,36,119,012400,1,361190124001,Block Group 1,G5030,S,23840270,1216750,+41.2338760,-073.5842204
559,36,119,012400,2,361190124002,Block Group 2,G5030,S,11934950,240497,+41.1732080,-073.5935877
560,36,119,012400,3,361190124003,Block Group 3,G5030,S,22007642,557198,+41.2003182,-073.5589459
561,36,119,012501,1,361190125011,Block Group 1,G5030,S,8108202,72310,+41.2975712,-073.6361217
562,36,119,012501,2,361190125012,Block Group 2,G5030,S,7527593,1494314,+41.2836077,-073.6721749
563,36,119,012502,1,361190125021,Block Group 1,G5030,S,6444529,1005381,+41.2938197,-073.5730467
564,36,119,012502,2,361190125022,Block Group 2,G5030,S,8098923,378913,+41.2782210,-073.5653856
565,36,119,012502,3,361190125023,Block Group 3,G5030,S,22096571,182584,+41.2637508,-073.6085058
566,36,119,012503,1,361190125031,Block Group 1,G5030,S,8622298,244912,+41.2310915,-073.5249290
567,36,119,012503,2,361190125032,Block Group 2,G5030,S,11013948,308051,+41.2263131,-073.5043023
